,Unnamed: 0,release,Title,genre,Language,Cast,Ratings,release_year
98,98,10/27/2022 ,The Woman King,"Action, Drama, History",English,"['Viola Davis', 'Thuso Mbedu', 'Lashana Lynch', 'Sheila Atim', 'John Boyega', 'Jordan Bolger', 'Hero Fiennes Tiffin', 'Jimmy Odukoya', 'Masali Baduza']",7.8,2022
99,99,04/20/2023 ,Evil Dead Rise,"Horror, Thriller",English,"['Lily Sullivan', 'Alyssa Sutherland', 'Morgan Davies', 'Nell Fisher', 'Gabrielle Echols', 'Mia Challis', 'Jayden Daniels', 'Tai Wano', 'Billy Reynolds-McCarthy']",7.4,2023
100,100,02/16/2023 ,Perfect Addiction,"Drama, Romance, Action",English,"['Kiana Madeira', 'Ross Butler', 'Matthew Noszka', 'Bree Winslow', 'Nicholas Duvernay', 'Manu Bennett', 'Ryan Bown', 'Poppy Gilbert', 'Cecilia Diesch']",6.7,2023
101,101,01-06-2022,Project Gemini,"Sci-Fi, Horror",English,"['Egor Koreshkov', 'Alena Konstantinova', 'Konstantin Samoukov', 'Pyotr Romanov', 'Nikita Dyuvbanov', 'Liza Martines', 'Viktor Potapeshkin', 'Dmitry Frid', 'Katerina Shpitsa']",5.8,2022
102,102,05-05-2022,Doctor Strange in the Multiverse of Madness,"Fantasy, Action, Adventure",English,"['Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor', 'Benedict Wong', 'Xochitl Gomez', 'Jett Klyne', 'Julian Hilliard', 'Sheila Atim', 'Adam Hugill']",7.4,2022
103,103,07-01-2022,There Are No Saints,"Action, Mystery, Thriller",English,"['José María Yázpik', 'Shannyn Sossamon', 'Tommy Flanagan', 'Ron Perlman', 'Karla Souza', 'Tim Roth', 'Paz Vega', 'Neal McDonough', 'Keidrich Sellati']",5.3,2022
104,104,04/25/2018 ,Avengers: Infinity War,"Adventure, Action, Sci-Fi",English,"['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson', 'Benedict Cumberbatch', 'Tom Holland', 'Chadwick Boseman', 'Don Cheadle']",8.3,2018
105,105,09/23/2022 ,Smile,"Horror, Mystery, Thriller",English,"['Sosie Bacon', 'Kyle Gallner', 'Caitlin Stasey', 'Jessie T. Usher', 'Kal Penn', 'Rob Morgan', 'Robin Weigert', 'Judy Reyes', 'Gillian Zinser']",6.8,2022
106,106,03/23/2023 ,¡Que Viva México!,Comedy,Spanish,"['Damián Alcázar', 'Alfonso Herrera', 'Joaquín Cosío', 'Ana de la Reguera', 'Ana Martín', 'Angelina Peláez', 'Mayra Hermosillo', 'Fermín Martínez', 'Leticia Huijara']",4.7,2023
107,107,01/20/2023 ,Detective Knight: Independence,"Action, Crime, Thriller",English,"['Bruce Willis', 'Jack Kilmer', 'Lochlyn Munro', 'Jimmy Jean-Louis', 'Willow Shields', 'Dina Meyer', 'Timothy V. Murphy', 'Lorenzo Antonucci', 'Joe Munroe']",5.6,2023
108,108,11/24/2022 ,Strange World,"Animation, Family, Adventure, Sci-Fi",English,"['Jake Gyllenhaal', 'Dennis Quaid', 'Jaboukie Young-White', 'Gabrielle Union', 'Lucy Liu', 'Alan Tudyk', 'Jonathan Melo', 'Abraham Benrubi', 'Karan Soni']",6.5,2022
109,109,12-12-1958,The Ten Commandments,"Drama, History",English,"['Charlton Heston', 'Yul Brynner', 'Anne Baxter', 'Edward G. Robinson', 'Yvonne De Carlo', 'Debra Paget', 'John Derek', 'Cedric Hardwicke', 'Nina Foch']",7.8,1958
110,110,12-12-1958,The Ten Commandments,"Drama, History",English,"['Charlton Heston', 'Yul Brynner', 'Anne Baxter', 'Edward G. Robinson', 'Yvonne De Carlo', 'Debra Paget', 'John Derek', 'Cedric Hardwicke', 'Nina Foch']",7.8,1958
111,111,03/29/2019 ,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,"Action, Animation, Fantasy",Japanese,"['Natsuki Hanae', 'Akari Kito', 'Takahiro Sakurai', 'Hochu Otsuka', 'Yuki Kaji', 'Ai Kakuma', 'Daisuke Namikawa', 'Toshihiko Seki', 'Takehito Koyasu']",8.0,2019
112,112,10/28/2022 ,Four's a Crowd,Comedy,Spanish,"['Blanca Suárez', 'Alberto San Juan', 'Rubén Cortada', 'Ernesto Alterio', 'Carlos Areces', 'Isidro Montalvo', 'Jaime Ordóñez', 'Enrique Villén', 'Pat Aguiló']",6.3,2022
113,113,07-04-2022,Minions: The Rise of Gru,"Animation, Comedy, Family",English,"['Pierre Coffin', 'Steve Carell', 'Russell Brand', 'Alan Arkin', 'Taraji P. Henson', 'Jean-Claude Van Damme', 'Lucy Lawless', 'Dolph Lundgren', 'Danny Trejo']",7.5,2022
114,114,12-06-2018,Creed II,Drama,English,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Wood Harris', 'Russell Hornsby', 'Phylicia Rashād', 'Dolph Lundgren', 'Florian Munteanu', 'Andre Ward']",7.0,2018
115,115,11/26/2015 ,Creed,Drama,English,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashād', 'Andre Ward', 'Tony Bellew', 'Ritchie Coster', '""Jacob Stitch Duran""', 'Graham McTavish']",7.4,2015
116,116,08/25/2022 ,Beast,"Thriller, Action, Horror, Adventure",English,"['Idris Elba', 'Leah Sava Jeffries', 'Iyana Halley', 'Sharlto Copley', 'Martin Munro', 'Liyabuya Gongo', 'Daniel Hadebe', 'Thapelo Sebogodi', 'Mduduzi Mavimbela']",6.8,2022
117,117,05/19/2023 ,Fast X,"Action, Crime, Thriller",English,"['Vin Diesel', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'Jason Momoa', 'Nathalie Emmanuel', 'Jordana Brewster', 'John Cena', 'Jason Statham']",0.0,2023
118,118,11/30/2022 ,My Name Is Vendetta,"Action, Crime, Thriller",Italian,"['Alessandro Gassmann', 'Ginevra Francesconi', 'Remo Girone', 'Alessio Praticò', 'Francesco Villano', 'Gabriele Falsetta', 'Marcello Mazzarella', 'Mauro Lamanna', 'Sinja Dieks']",6.8,2022
119,119,04/29/2021 ,Wrath of Man,"Action, Crime, Thriller",English,"['Jason Statham', 'Holt McCallany', 'Josh Hartnett', 'Scott Eastwood', '""Darrell DSilva""', 'Babs Olusanmokun', 'Jeffrey Donovan', 'Eddie Marsan', 'Andy García']",7.7,2021
120,120,09/22/2022 ,Jeepers Creepers: Reborn,"Horror, Thriller, Mystery",English,"['Sydney Craven', 'Imran Adams', 'Jarreau Benjamin', 'Matt Barkley', 'Peter Brooke', 'Ocean Navarro', 'Gary Graham', 'Gabriel Freilich', 'Terry Bird']",5.7,2022
121,121,03-11-2022,Turning Red,"Animation, Family, Comedy, Fantasy",English,"['Rosalie Chiang', 'Sandra Oh', 'Ava Morse', 'Hyein Park', 'Maitreyi Ramakrishnan', 'Orion Lee', 'Wai Ching Ho', 'Tristan Allerick Chen', 'Lori Tan Chinn']",7.5,2022
122,122,11/28/2021 ,Encanto,"Animation, Comedy, Family, Fantasy",English,"['Stephanie Beatriz', 'María Cecilia Botero', 'John Leguizamo', 'Mauro Castillo', 'Jessica Darrow', 'Angie Cepeda', 'Carolina Gaitán', 'Diane Guerrero', 'Wilmer Valderrama']",7.6,2021
123,123,11/22/2022 ,Prancer: A Christmas Tale,"Family, Fantasy",English,"['James Cromwell', 'Darcey Ewart', 'Sarah-Jane Potts', 'Aaron McCusker', 'Joseph Millson', 'Stephanie Levi-John', 'Florisa Kamara', 'Lucas Persaud', 'Jessica Blake']",5.9,2022
124,124,02-09-2023,Magic Mike's Last Dance,"Comedy, Drama, Romance",English,"['Channing Tatum', 'Salma Hayek', 'Ayub Khan-Din', 'Jemelia George', 'Ethan Lawrence', 'Juliette Motamed', 'Alan Cox', 'Caitlin Gerard', 'Vicki Pepperdine']",7.2,2023
125,125,12/26/2022 ,"Lyle, Lyle, Crocodile","Comedy, Family, Music",English,"['Shawn Mendes', 'Javier Bardem', 'Winslow Fegley', 'Constance Wu', 'Scoot McNairy', 'Brett Gelman', 'Ego Nwodim', 'Lyric Hurd', 'Jason Kravits']",7.5,2022
126,126,02/25/2021 ,The Penitent Thief,Drama,English,"['Kevin Sorbo', 'James Russo', 'Major Dodge', 'Stelio Savante', 'Krista Bradley', 'Xiomara Bermudez', 'Jay Giannone', 'Charles ""Skeeta"" Jenkins', 'Major Dodge Jr.']",6.2,2021
127,127,10-07-2016,Hacksaw Ridge,"Drama, History, War",English,"['Andrew Garfield', 'Sam Worthington', 'Vince Vaughn', 'Teresa Palmer', 'Luke Bracey', 'Hugo Weaving', 'Ryan Corr', 'Rachel Griffiths', 'Richard Roxburgh']",8.2,2016
128,128,12-02-2022,Venus,"Drama, Horror, Thriller",Spanish,"['Ester Expósito', 'Ángela Cremonte', 'Inés Fernández', 'Magüi Mira', 'Aten Soria', 'María José Sarrate', 'Sofía Reyes', 'Fernando Valdivielso', 'Federico Aguado']",5.5,2022
129,129,09/23/2022 ,The Offering,Horror,English,"['Nick Blood', 'Emm Wiseman', 'Paul Kaye', 'Allan Corduner', 'Daniel Ben Zenou', 'Sofia Weldon', 'Anton Trendafilov', 'Meglena Karalambova', 'Jonathan Yunger']",5.7,2022
130,130,03/17/2022 ,Jujutsu Kaisen 0,"Animation, Action, Fantasy",Japanese,"['Megumi Ogata', 'Kana Hanazawa', 'Yuichi Nakamura', 'Takahiro Sakurai', 'Mikako Komatsu', 'Koki Uchiyama', 'Tomokazu Seki', 'Mitsuo Iwata', 'Takaya Kuroda']",8.2,2022
131,131,03-02-2022,The Batman,"Crime, Mystery, Thriller",English,"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro', 'Peter Sarsgaard', 'Andy Serkis', 'Colin Farrell', 'Jayme Lawson']",7.7,2022
132,132,11/27/2020 ,Life in a Year,"Drama, Romance",English,"['Jaden Smith', 'Cara Delevingne', 'Cuba Gooding Jr.', 'Nia Long', 'RZA', 'JT Neal', '""Chris DElia""', 'Harper Gunn', 'Dan Tymon']",8.3,2020
133,133,07/20/1986 ,Super Mario Brothers: Great Mission to Rescue Princess Peach,"Animation, Comedy, Fantasy",Japanese,"['Toru Furuya', 'Yu Mizushima', 'Mami Yamase', 'Akiko Wada', 'Yuriko Yamamoto', 'Kōhei Miyauchi', 'Shigeru Chiba', 'Hiroko Emori', 'Hiroko Maruyama']",6.0,1986
134,134,12/26/2005 ,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure, Family, Fantasy",English,"['Georgie Henley', 'Skandar Keynes', 'William Moseley', 'Anna Popplewell', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Kiran Shah', 'James Cosmo']",7.1,2005
135,135,07-01-2022,The Exorcism of God,Horror,English,"['Will Beinbrink', 'María Gabriela de Faría', 'Irán Castillo', 'Joseph Marcell', 'Hector Kotsifakis', 'Juan Ignacio Aranda', 'Evelia Di Gennaro']",7.2,2022
136,136,02-04-2022,Ghosts of the Ozarks,"Western, Horror, Mystery",English,"['Thomas Hobson', 'Tara Perry', 'Phil Morris', 'Angela Bettis', 'David Arquette', 'Tim Blake Nelson', 'Joseph Ruud', 'David Aaron Baker', 'Neva Howell']",6.3,2022
137,137,12-01-2022,Kompromat,"Thriller, Drama",French,"['Gilles Lellouche', 'Joanna Kulig', 'Mikhail Gorevoy', 'Sasha Piltsin', 'Mikhail Safronov', 'Aleksey Gorbunov', 'Igor Jijikine', 'Elisa Lasowski', 'Daniil Vorobyov']",6.5,2022
138,138,12-09-2022,Matadero,Drama,Spanish,"['Malena Villa', 'Julio Perillán', 'Ailín Salas', 'Rafael Federman', 'Lina Gorbaneva', 'David Schetman', 'Ernestina Gatti', 'Lucas Damario', 'Eva Bianco']",6.0,2022
139,139,04-05-2023,Air,Drama,English,"['Matt Damon', 'Ben Affleck', 'Jason Bateman', 'Marlon Wayans', 'Chris Messina', 'Chris Tucker', 'Viola Davis', 'Julius Tennon', 'Damian Young']",7.9,2023
140,140,11/18/2022 ,Disenchanted,"Comedy, Family, Fantasy",English,"['Amy Adams', 'Patrick Dempsey', 'Maya Rudolph', 'Gabriella Baldacchino', 'James Marsden', 'Idina Menzel', 'Yvette Nicole Brown', 'Jayma Mays', 'Kolton Stewart']",7.0,2022
141,141,08-05-2022,Luck,"Animation, Adventure, Comedy, Fantasy",English,"['Eva Noblezada', 'Simon Pegg', 'Jane Fonda', 'Whoopi Goldberg', 'Flula Borg', 'Lil Rel Howery', '""Colin ODonoghue""', 'John Ratzenberger', 'Adelynn Spoon']",7.9,2022
142,142,08-04-2022,Bullet Train,"Action, Comedy, Thriller",English,"['Brad Pitt', 'Joey King', 'Aaron Taylor-Johnson', 'Brian Tyree Henry', 'Andrew Koji', 'Hiroyuki Sanada', 'Michael Shannon', 'Bad Bunny', 'Sandra Bullock']",7.5,2022
143,143,12-09-2022,Night at the Museum: Kahmunrah Rises Again,"Animation, Comedy, Family, Fantasy",English,"['Joshua Bassett', 'Thomas Lennon', 'Joseph Kamal', 'Akmal Saleh', 'Steve Zahn', 'Jack Whitehall', 'Kieran Sequoia', 'Alice Isaaz', 'Jamie Demetriou']",6.9,2022
144,144,10/25/2022 ,Blade of the 47 Ronin,"Action, Drama, Fantasy, Thriller",English,"['Anna Akana', 'Mark Dacascos', 'Teresa Ting', 'Dustin Nguyen', 'Dan Southworth', 'Yoshi Sudarso', 'Akira Koieyama', 'Niino Furuhata', 'Luna Fujimoto']",6.7,2022
145,145,12/26/2021 ,Sing 2,"Animation, Family",English,"['Matthew McConaughey', 'Reese Witherspoon', 'Scarlett Johansson', 'Taron Egerton', 'Bobby Cannavale', 'Tori Kelly', 'Nick Kroll', 'Halsey', 'Spike Jonze']",8.0,2021
146,146,06-06-2022,Shark Bait,"Horror, Thriller, Action, Adventure",English,"['Holly Earl', 'Maxime Durand', 'Catherine Hannay', 'Jack Trueman', 'Joshua Takacs', 'Manuel Cauchi', 'Malachi Pullar-Latchman', 'Thomas Michael Flynn']",5.9,2022
147,147,06/21/2001 ,Shrek,"Animation, Comedy, Fantasy, Adventure, Family",English,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow', 'Vincent Cassel', 'Peter Dennis', 'Clive Pearse', 'Jim Cummings', 'Bobby Block']",7.7,2001
148,148,11-05-2022,Orgasm Inc: The Story of OneTaste,Documentary,English,[''],6.4,2022
149,149,03/17/2023 ,In His Shadow,"Drama, Thriller, Crime",French,"['Kaaris', 'Alassane Diong', 'Assa Sylla', 'Issaka Sawadogo', 'Hassam Ghancy', 'Jonas Dinal', 'Dreyfus Gbadjale', 'Fahmi Guerbaa', 'Samuel Jouy']",6.2,2023
150,150,12-02-2022,Savage Salvation,Thriller,English,"['Jack Huston', 'Robert De Niro', 'John Malkovich', 'Willa Fitzgerald', 'Quavo', 'Meadow Williams', 'Swen Temmel', 'Noel Gugliemi', 'Jonny Orsini']",6.6,2022
151,151,01/27/2023 ,Sisu,"War, Action",Finnish,"['Jorma Tommila', 'Aksel Hennie', 'Jack Doolan', 'Onni Tommila', 'Mimosa Willamo', 'Tatu Sinisalo', 'Wilhelm Enckell', 'Vincent Willestrand', 'Arttu Kapulainen']",7.4,2023
152,152,03-09-2023,"Tango, Tequila and Some Lies","Comedy, Romance",Spanish,"['Cassandra Sánchez Navarro', 'David Chocarro', 'Soledad Silveyra', 'Emilio Guerrero', 'Ximena Sariñana', 'Pilar Santacruz', 'Paulina Patterson', 'Karina Díaz', 'Anahí Allue']",7.7,2023
153,153,01/14/2022 ,Hotel Transylvania: Transformania,"Animation, Comedy, Family, Fantasy, Adventure",English,"['Selena Gomez', 'Andy Samberg', 'Kathryn Hahn', 'Jim Gaffigan', 'Steve Buscemi', 'Molly Shannon', 'David Spade', 'Keegan-Michael Key', 'Brian Hull']",7.1,2022
154,154,01-12-2023,Operation Fortune: Ruse de Guerre,"Action, Thriller, Comedy",English,"['Jason Statham', 'Aubrey Plaza', 'Josh Hartnett', 'Hugh Grant', 'Cary Elwes', 'Bugzy Malone', 'Peter Ferdinando', 'Eddie Marsan', 'Lourdes Faberes']",6.7,2023
155,155,01/20/2023 ,Kids vs. Aliens,"Sci-Fi, Horror, Adventure, Action",English,"['Dominic Mariche', 'Phoebe Rex', 'Calem MacDonald', 'Asher Grayson', 'Ben Tector', 'Emma Vickers', 'Isaiah Fortune', 'Jonathan Torrens', 'Caleb Allred']",6.0,2023
156,156,04/14/2022 ,Everything Everywhere All at Once,"Action, Adventure, Sci-Fi",English,"['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong', 'Jamie Lee Curtis', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Biff Wiff']",7.9,2022
157,157,11/23/2022 ,Glass Onion: A Knives Out Mystery,"Comedy, Crime, Mystery",English,"['Daniel Craig', 'Edward Norton', 'Janelle Monáe', 'Kathryn Hahn', 'Leslie Odom Jr.', 'Kate Hudson', 'Dave Bautista', 'Jessica Henwick', 'Madelyn Cline']",7.1,2022
158,158,12-02-2022,Suro,"Thriller, Drama","Catalan,Valencian","['Pol López', 'Vicky Luengo', 'Ilyass El Ouahdani', 'Josep Estragués', 'David Parcet', 'Vicente Botella', 'Josep Maria Gómez', 'Irina Moradell']",7.3,2022
159,159,08/25/2022 ,The Lair,"Horror, Action",English,"['Charlotte Kirk', 'Jonathan Howard', 'Jamie Bamber', 'Mark Strepan', 'Hadi Khanjanpour', 'Leon Ockenden', 'Cesare Taurasi', 'Adam Bond', 'Neil Marshall']",5.9,2022
160,160,10/28/2021 ,My Hero Academia: World Heroes' Mission,"Animation, Action, Adventure, Sci-Fi",Japanese,"['Daiki Yamashita', 'Nobuhiko Okamoto', 'Yuki Kaji', 'Ryo Yoshizawa', 'Kazuya Nakai', 'Megumi Hayashibara', 'Kenta Miyake', 'Tetsu Inada', 'Yuichi Nakamura']",7.6,2021
161,161,01/26/2023 ,Unhappily Ever After,"Comedy, Romance",Spanish,"['Adrián Uribe', 'Consuelo Duval', 'Niko Antonyan', 'Angélica Aragón', 'Luis Arrieta', 'Livia Brito Pestana', 'Paly Duval', 'Carlos Gatica', 'Carolina Miranda']",8.1,2023
162,162,09/22/2022 ,Evil Eye,Horror,Spanish,"['Ofelia Medina', 'Arap Bethke', 'Samantha Castillo', 'Mauro González', 'Mildred Motta', 'Ivanna Sofia Ferro', 'Paloma Alvamar', 'Paola Miguel', 'Pablo Guisa Koestinger']",6.8,2022
163,163,12/28/2022 ,Inspector Sun and the Curse of the Black Widow,"Animation, Family",Spanish,"['Fernando Cabrera', 'Andrea Villaverde', 'Catherina Martínez', 'Ana Jiménez', 'Txema Moscoso', 'Vicente Gil', 'Jesús Barreda', 'Pedro Tena Ramos', 'María Luisa Marciel']",6.8,2022
164,164,01/13/2023 ,The Price We Pay,"Action, Thriller, Mystery, Crime, Horror",English,"['Emile Hirsch', 'Stephen Dorff', 'Gigi Zumbado', 'Tyler Sanders', 'Erika Ervin', 'Jesse Kinser', 'Sabina Mach', 'Vernon Wells', 'Tanner Zagarino']",6.0,2023
165,165,01/27/2023 ,Lupin The 3rd vs. Cat’s Eye,"Animation, Action, Adventure, Comedy",Japanese,"['Kanichi Kurita', 'Akio Otsuka', 'Miyuki Sawashiro', 'Daisuke Namikawa', 'Koichi Yamadera', 'Keiko Toda', 'Rica Fukami', 'Chika Sakamoto', 'Yoshito Yasuhara']",6.0,2023
166,166,05/25/2019 ,Murder Mystery,"Comedy, Mystery",English,"['Adam Sandler', 'Jennifer Aniston', 'Luke Evans', 'Terence Stamp', 'Gemma Arterton', 'David Walliams', 'Dany Boon', 'John Kani', 'Adeel Akhtar']",6.3,2019
167,167,11/17/2022 ,Luz Mala,Horror,Spanish,"['Juan Luppi', 'Martina Krasinsky', 'Tupac Larriera', 'Diego Alonso', 'Gustavo Luppi', 'Merceditas Elordi', 'Fabián Benítez', 'Elvira Onetto']",4.3,2022
168,168,01/19/2023 ,Babylon,"Drama, Comedy",English,"['Brad Pitt', 'Margot Robbie', 'Diego Calva', 'Jean Smart', 'Flea', 'Jovan Adepo', 'J.C. Currais', 'Jimmy Ortega', 'Hansford Prince']",7.5,2023
169,169,03/30/2022 ,The Lost City,"Action, Adventure, Comedy",English,"['Sandra Bullock', 'Channing Tatum', 'Daniel Radcliffe', 'Brad Pitt', '""DaVine Joy Randolph""', 'Patti Harrison', 'Oscar Nunez', 'Bowen Yang', 'Stephen Lang']",6.6,2022
170,170,03/30/2022 ,The Lost City,"Action, Adventure, Comedy",English,"['Sandra Bullock', 'Channing Tatum', 'Daniel Radcliffe', 'Brad Pitt', '""DaVine Joy Randolph""', 'Patti Harrison', 'Oscar Nunez', 'Bowen Yang', 'Stephen Lang']",6.6,2022
171,171,10/21/2022 ,Detective Knight: Rogue,"Action, Crime, Thriller",English,"['Bruce Willis', 'Beau Mirchoff', 'Lochlyn Munro', 'Corey Large', 'Jimmy Jean-Louis', 'Michael Eklund', 'Johnny Messner', 'Cody Kearsley', 'Keeya King']",6.7,2022
172,172,10/20/2021 ,Cop Secret,"Comedy, Action, Thriller",Icelandic,"['Auðunn Blöndal', 'Egill Einarsson', 'Steinunn Ólína Þorsteinsdóttir', 'Sverrir Þór Sverrisson', 'Björn Hlynur Haraldsson', 'Vivian Ólafsdóttir', 'Rúrik Gíslason', 'Júlíana Sara Gunnarsdóttir', 'Steinþór Hróar Steinþórsson']",6.1,2021
173,173,12-01-2022,The Quintessential Quintuplets Movie,"Animation, Comedy, Romance",Japanese,"['Yoshitsugu Matsuoka', 'Kana Hanazawa', 'Ayana Taketatsu', 'Miku Ito', 'Ayane Sakura', 'Inori Minase', 'Natsumi Takamori', 'Satoshi Hino']",8.4,2022
174,174,11/28/2002 ,Harry Potter and the Chamber of Secrets,"Adventure, Fantasy",English,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Kenneth Branagh', 'John Cleese', 'Robbie Coltrane', 'Warwick Davis', 'Richard Griffiths', 'Richard Harris']",7.7,2002
175,175,03/31/2023 ,Kill Boksoon,"Action, Thriller, Crime",Korean,"['Jeon Do-yeon', 'Sol Kyung-gu', 'Kim Si-a', 'Esom', 'Koo Kyo-hwan', 'Kim Sung-oh', 'Lee Yeon', 'Hwang Jung-min', 'Choi Byung-mo']",6.9,2023
176,176,01-06-2023,Candy Land,"Horror, Thriller",English,"['Eden Brolin', 'Olivia Luccardi', 'William Baldwin', 'Owen Campbell', 'Brad Carter', 'Virginia Rand', 'Guinevere Turner', 'Sam Quartin', 'Billy Blair']",6.5,2023
177,177,11/25/2021 ,Venom: Let There Be Carnage,"Sci-Fi, Action, Adventure",English,"['Tom Hardy', 'Woody Harrelson', 'Michelle Williams', 'Naomie Harris', 'Reid Scott', 'Stephen Graham', 'Peggy Lu', 'Sian Webber', 'Michelle Greenidge']",6.9,2021
178,178,11/29/2001 ,Harry Potter and the Philosopher's Stone,"Adventure, Fantasy",English,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Tom Felton', 'Alan Rickman', 'Robbie Coltrane', 'Maggie Smith', 'Richard Griffiths']",7.9,2001
179,179,09/29/2022 ,On the Count of Three,"Comedy, Drama",English,"['Jerrod Carmichael', 'Christopher Abbott', 'Tiffany Haddish', 'Lavell Crawford', 'J.B. Smoove', 'Henry Winkler', 'Ryan McDonald', 'Allison Busner', 'Jamie Mac']",6.6,2022
180,180,02/17/2022 ,Uncharted,"Action, Adventure",English,"['Tom Holland', 'Mark Wahlberg', 'Sophia Ali', 'Tati Gabrielle', 'Antonio Banderas', 'Steven Waddington', 'Rudy Pankow', 'Tiernan Jones', 'Pingi Moli']",7.0,2022
181,181,09-03-2022,DC League of Super-Pets,"Animation, Action, Family, Comedy, Sci-Fi",English,"['Dwayne Johnson', 'Kevin Hart', 'John Krasinski', 'Keanu Reeves', 'Kate McKinnon', 'Vanessa Bayer', 'Natasha Lyonne', 'Diego Luna', 'Jameela Jamil']",7.4,2022
182,182,02-03-2022,Moonfall,Sci-Fi,English,"['Halle Berry', 'Patrick Wilson', 'John Bradley', 'Charlie Plummer', 'Kelly Yu', 'Michael Peña', 'Donald Sutherland', 'Eme Ikwuakor', 'Carolina Bartczak']",6.4,2022
183,183,09/23/2022 ,Athena,Drama,French,"['Dali Benssalah', 'Anthony Bajon', 'Alexis Manenti', 'Ouassini Embarek', 'Sami Slimane', 'Radostina Rogliano', 'Karim Lasmi', 'Mehdi Abdelhakmi', 'Tarek Haddaji']",6.7,2022
184,184,10/21/2022 ,Unicorn Wars,"Action, Animation, Comedy, Fantasy, Horror, War",Spanish,"['Jon Goiri', 'Jaione Insausti', 'Ramón Barea', 'Txema Regalado', 'Manu Heras', 'Gaizka Soria', 'Iker Diaz', 'Estívaliz Lizárraga', 'Pedro Arrieta']",6.4,2022
185,185,01/27/2023 ,Teen Wolf: The Movie,"Action, Fantasy, TV Movie",English,"['Tyler Posey', 'Crystal Reed', 'Holland Roden', 'Tyler Hoechlin', 'Shelley Hennig', 'JR Bourne', 'Ian Bohen', 'Colton Haynes', 'Linden Ashby']",7.8,2023
186,186,04-07-2022,Fantastic Beasts: The Secrets of Dumbledore,"Fantasy, Adventure, Family",English,"['Eddie Redmayne', 'Jude Law', 'Mads Mikkelsen', 'Ezra Miller', 'Dan Fogler', 'Alison Sudol', 'Callum Turner', 'Jessica Williams', 'Katherine Waterston']",6.8,2022
187,187,06/22/2017 ,Cars 3,"Animation, Adventure, Comedy, Family",English,"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Nathan Fillion', 'Armie Hammer', 'Larry the Cable Guy', 'Bonnie Hunt', 'Lea DeLaria', 'Kerry Washington']",6.9,2017
188,188,02/18/2022 ,The Ledge,"Thriller, Adventure",English,"['Brittany Ashworth', 'Nathan Welsh', 'Anaïs Parello', 'Louis Boyer', 'Ben Lamb', 'David Wayman']",6.6,2022
