,Unnamed: 0,release,Title,genre,Language,Cast,Ratings,release_year
1208,1208,04/16/2014 ,Tinker Bell and the Pirate Fairy,"Animation, Family",English,"['Mae Whitman', 'Christina Hendricks', 'Tom Hiddleston', 'Lucy Liu', 'Raven-Symoné', 'Megan Hilty', 'Pamela Adlon', 'Angela Bartys', 'Jim Cummings']",6.9,2014
1209,1209,11/30/2000 ,How the Grinch Stole Christmas,"Family, Comedy, Fantasy",English,"['Jim Carrey', 'Taylor Momsen', 'Jeffrey Tambor', 'Christine Baranski', 'Bill Irwin', 'Molly Shannon', 'Clint Howard', 'Josh Ryan Evans', 'Mindy Sterling']",6.7,2000
1210,1210,10-12-2021,Bright: Samurai Soul,"Animation, Action, Fantasy",Japanese,"['Yuuki Nomura', 'Daisuke Hirakawa', 'Shion Wakayama', 'MIYAVI', 'Maaya Sakamoto', 'Kenjiro Tsuda', 'Chafurin', 'Mamoru Miyano', 'Kenichi Suzumura']",5.7,2021
1211,1211,08-02-2019,Vivarium,"Sci-Fi, Thriller, Mystery, Horror",English,"['Imogen Poots', 'Jesse Eisenberg', 'Jonathan Aris', 'Senan Jennings', 'Eanna Hardwicke', 'Molly McCann', 'Danielle Ryan', 'Olga Wehrly', 'Jack Hudson']",6.1,2019
1212,1212,03/17/2011 ,Battle: Los Angeles,"Sci-Fi, Action",English,"['Aaron Eckhart', 'Ramón Rodríguez', 'Will Rothhaar', 'Michael Peña', 'Bridget Moynahan', 'Noel Fisher', 'Joey King', 'Beth Keener', 'Jessica Heap']",5.7,2011
1213,1213,10/27/2017 ,Let There Be Light,Drama,English,"['Kevin Sorbo', 'Sam Sorbo', 'Dionne Warwick', 'Sean Hannity', 'Daniel Roebuck', 'Donielle Artese', 'Gary Grubbs', 'Joe Herrera', 'Leander Suleiman']",6.2,2017
1214,1214,09/19/2006 ,Barbie in The 12 Dancing Princesses,"Animation, Family",English,"['Kelly Sheridan', '""Catherine OHara""', 'Christopher Gaze', 'Nicole Oliver', 'Lalainia Lindbjerg', 'Kathleen Barr', 'Adrienne Carter', 'Chantal Strand', 'Britt McKillip']",7.7,2006
1215,1215,10/21/2022 ,American Murderer,"Crime, Thriller, Drama",English,"['Tom Pelphrey', 'Ryan Phillippe', 'Idina Menzel', 'Shantel VanSanten', 'Jacki Weaver', 'Laura Dennis', 'Paul Schneider', 'Moisés Arias', 'Kevin Corrigan']",6.6,2022
1216,1216,10/15/1953 ,Peter Pan,"Animation, Family, Adventure, Fantasy",English,"['Bobby Driscoll', 'Kathryn Beaumont', 'Hans Conried', 'Bill Thompson', 'Heather Angel', 'Paul Collins', 'Tommy Luske', 'Candy Candido', 'Tom Conway']",7.2,1953
1217,1217,10/15/1953 ,Peter Pan,"Animation, Family, Adventure, Fantasy",English,"['Bobby Driscoll', 'Kathryn Beaumont', 'Hans Conried', 'Bill Thompson', 'Heather Angel', 'Paul Collins', 'Tommy Luske', 'Candy Candido', 'Tom Conway']",7.2,1953
1218,1218,09-07-2022,Revoir Paris,Drama,French,"['Virginie Efira', 'Benoît Magimel', 'Grégoire Colin', 'Maya Sansa', 'Nastya Golubeva Carax', 'Amadou Mbow', 'Souleymane Touré', 'Ema Zampa', 'Clarisse Makundul']",7.2,2022
1219,1219,11-08-1951,Quo Vadis,"Drama, History, Romance",English,"['Robert Taylor', 'Deborah Kerr', 'Leo Genn', 'Peter Ustinov', 'Patricia Laffan', 'Finlay Currie', 'Abraham Sofaer', 'Marina Berti', 'Buddy Baer']",7.1,1951
1220,1220,02-10-2022,The Mystic Nine: Begonia from Qingshan,"Action, Mystery, Adventure",Chinese,"['Dong Haoran', 'Zhu Zanjin', 'Tat-Wah Lok', 'Zhu Yongteng', 'Guo Jianan', 'Liu  Chang', 'Hei Ge', 'Xu Zhanwei', 'Liu Dongli']",5.1,2022
1221,1221,04/29/2019 ,Beauty Salon: Special Service 3,Romance,Korean,"['Min Jung', 'Min Do-yoon', 'Kim Ji-ah', 'Kang Min-woo']",6.4,2019
1222,1222,10/24/2014 ,The Purge: Anarchy,"Horror, Thriller",English,"['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford', 'Michael Kenneth Williams', 'Kiele Sanchez', 'Zoë Soul', 'Edwin Hodge', 'Justina Machado', 'John Beasley']",6.7,2014
1223,1223,07-09-1994,Dragon Ball Z: Bio-Broly,"Animation, Action, Sci-Fi",Japanese,"['Masako Nozawa', 'Takeshi Kusao', 'Daisuke Gôri', 'Mayumi Tanaka', 'Miki Ito', 'Naoki Tatsuta', 'Keiji Fujiwara', 'Masaharu Sato', 'Chafurin']",5.7,1994
1224,1224,10-03-2001,Rush Hour 2,"Action, Comedy, Crime",English,"['Jackie Chan', 'Chris Tucker', 'John Lone', 'Zhang Ziyi', 'Roselyn Sánchez', 'Alan King', 'Harris Yulin', 'Kenneth Tsang', 'Lisa LoCicero']",6.7,2001
1225,1225,12-06-2001,American Pie 2,"Comedy, Romance",English,"['Jason Biggs', 'Thomas Ian Nicholas', 'Chris Klein', 'Seann William Scott', 'Eddie Kaye Thomas', 'Alyson Hannigan', 'Shannon Elizabeth', 'Tara Reid', 'Mena Suvari']",6.2,2001
1226,1226,08/30/2014 ,"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends","Action, Animation, Adventure, Comedy, Fantasy",Japanese,"['Mayumi Tanaka', 'Akemi Okamura', 'Arata Furuta', 'Bin Shimada', 'Fumihiko Tachiki', 'Hiroaki Hirata', 'Hirohiko Kakegawa', 'Hiroshi Naka', 'Ikue Otani']",7.1,2014
1227,1227,08/22/2019 ,Angel Has Fallen,"Action, Thriller",English,"['Gerard Butler', 'Morgan Freeman', 'Jada Pinkett Smith', 'Nick Nolte', 'Danny Huston', 'Tim Blake Nelson', 'Lance Reddick', 'Frederick Schmidt', 'Michael Landes']",6.5,2019
1228,1228,11/25/1993 ,Addams Family Values,"Comedy, Family, Fantasy",English,"['Anjelica Huston', 'Raúl Juliá', 'Christopher Lloyd', 'Joan Cusack', 'Christina Ricci', 'Carol Kane', 'Jimmy Workman', 'Kaitlyn Hooper', 'Kristen Hooper']",7.0,1993
1229,1229,04/15/2022 ,Titanic 666,"Thriller, Horror",English,"['Keesha Sharp', 'Jamie Bamber', 'Lydia Hearst', 'AnnaLynne McCord', 'Joseph Gatt', 'Jhey Castles', 'Michael J. Chen', 'Derek Yates', 'Kendall Chappell']",6.1,2022
1230,1230,08-10-2010,Clash of the Titans,"Adventure, Fantasy, Action",English,"['Sam Worthington', 'Gemma Arterton', 'Mads Mikkelsen', 'Alexa Davalos', 'Jason Flemyng', 'Ralph Fiennes', 'Liam Neeson', 'Pete Postlethwaite', 'Polly Walker']",5.9,2010
1231,1231,08-10-2010,Clash of the Titans,"Adventure, Fantasy, Action",English,"['Sam Worthington', 'Gemma Arterton', 'Mads Mikkelsen', 'Alexa Davalos', 'Jason Flemyng', 'Ralph Fiennes', 'Liam Neeson', 'Pete Postlethwaite', 'Polly Walker']",5.9,2010
1232,1232,06-10-2022,All My Friends Hate Me,"Comedy, Thriller, Horror",English,"['Tom Stourton', 'Georgina Campbell', 'Charly Clive', 'Antonia Clarke', 'Joshua McGuire', 'Dustin Demri-Burns', 'Graham Dickson', 'Christopher Fairbank', 'Kieran Hodgson']",6.1,2022
1233,1233,12/26/2018 ,Aquaman,"Action, Adventure, Fantasy",English,"['Jason Momoa', 'Amber Heard', 'Willem Dafoe', 'Patrick Wilson', 'Nicole Kidman', 'Dolph Lundgren', 'Yahya Abdul-Mateen II', 'Temuera Morrison', 'Ludi Lin']",6.9,2018
1234,1234,03-11-2016,The Young Messiah,"Drama, History",English,"['Adam Greaves-Neal', 'Sara Lazzaro', 'Vincent Walsh', 'Sean Bean', 'Jonathan Bailey', 'Isabelle Adriani', 'Rory Keenan', 'Dorotea Mercuri', 'Jarreth J. Merz']",6.5,2016
1235,1235,06-01-2017,Wonder Woman,"Action, Adventure, Fantasy",English,"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock']",7.2,2017
1236,1236,11-01-2022,The Immaculate Room,"Mystery, Thriller, Drama, Sci-Fi",English,"['Kate Bosworth', 'Emile Hirsch', 'Ashley Greene', 'M. Emmet Walsh', 'Alex Sgambati']",5.6,2022
1237,1237,09/16/1999 ,Big Daddy,"Comedy, Drama",English,"['Adam Sandler', 'Joey Lauren Adams', 'Jon Stewart', 'Cole Sprouse', 'Dylan Sprouse', 'Josh Mostel', 'Leslie Mann', 'Allen Covert', 'Rob Schneider']",6.5,1999
1238,1238,05-12-2011,Insidious,"Horror, Thriller",English,"['Patrick Wilson', 'Rose Byrne', 'Barbara Hershey', 'Ty Simpkins', 'Lin Shaye', 'Leigh Whannell', 'Angus Sampson', 'Andrew Astor', 'Corbett Tuck']",6.9,2011
1239,1239,10-10-2007,Rush Hour 3,"Action, Comedy, Crime",English,"['Jackie Chan', 'Chris Tucker', 'Hiroyuki Sanada', 'Max von Sydow', 'Yvan Attal', 'Roman Polanski', 'Zhang Jingchu', 'Philip Baker Hall', 'Noémie Lenoir']",6.4,2007
1240,1240,10/23/2020 ,Once Upon a Snowman,"Animation, Family, Comedy, Fantasy",English,"['Josh Gad', 'Chris Williams', 'Idina Menzel', 'Kristen Bell', 'Jonathan Groff', 'Livvy Stubenrauch', 'Eva Bella']",6.9,2020
1241,1241,08-10-2017,Baby Driver,"Action, Crime",English,"['Ansel Elgort', 'Kevin Spacey', 'Lily James', 'Jon Hamm', 'Jamie Foxx', 'Eiza González', 'Jon Bernthal', 'Flea', 'CJ Jones']",7.5,2017
1242,1242,03-10-2017,Kong: Skull Island,"Action, Adventure, Fantasy",English,"['Tom Hiddleston', 'Samuel L. Jackson', 'John Goodman', 'Brie Larson', 'Jing Tian', 'Toby Kebbell', 'John Ortiz', 'Corey Hawkins', 'Jason Mitchell']",6.5,2017
1243,1243,08-01-2015,Descendants,"Family, Music, Adventure, Comedy, Fantasy, TV Movie",English,"['Dove Cameron', 'Cameron Boyce', 'Booboo Stewart', 'Sofia Carson', 'Mitchell Hope', 'Melanie Paxson', '""Brenna DAmico""', 'Sarah Jeffery', 'Zachary Gibson']",7.1,2015
1244,1244,12-10-1992,Home Alone 2: Lost in New York,"Comedy, Family, Adventure",English,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', '""Catherine OHara""', 'John Heard', 'Devin Ratray', 'Hillary Wolf', 'Maureen Elisabeth Shay', 'Michael C. Maronna']",6.7,1992
1245,1245,02/17/2023 ,Lagaslas,Drama,Tagalog,"['Manang Medina', 'Julio Diaz', 'VR Velosa', 'Ruby Rubi']",2.0,2023
1246,1246,10/30/2015 ,Scouts Guide to the Zombie Apocalypse,"Comedy, Horror",English,"['Tye Sheridan', 'Sarah Dumont', 'Logan Miller', 'Joey Morgan', 'David Koechner', 'Hiram A. Murray', 'Cloris Leachman', 'Halston Sage', 'Blake Anderson']",6.5,2015
1247,1247,02-11-2021,Dark Spell,"Romance, Horror, Thriller, Mystery, Fantasy",Russian,"['Yana Enzhaeva', 'Konstantin Beloshapka', 'Ilya Ermolov', 'Varvara Borodina', 'Igor Khripunov', 'Sabina Akhmedova', 'Kristina Marandy', 'Larysa Domaskina', 'Daniela Bogatyreva']",6.8,2021
1248,1248,06/22/2012 ,I Want You,"Drama, Romance",Spanish,"['Mario Casas', 'Clara Lago', 'María Valverde', 'Álvaro Cervantes', 'Diego Martín', 'Marina Salas', 'Cristina Plazas', 'Nerea Camacho', 'Marcel Borràs']",7.4,2012
1249,1249,03/28/2019 ,Five Feet Apart,"Romance, Drama",English,"['Haley Lu Richardson', 'Cole Sprouse', 'Moisés Arias', 'Kimberly Hebert Gregory', 'Parminder Nagra', 'Claire Forlani', 'Emily Baldoni', 'Gary Weeks', 'Rebecca Chulew']",8.3,2019
1250,1250,09-04-2009,Carriers,"Action, Drama, Horror, Sci-Fi, Thriller",English,"['Lou Taylor Pucci', 'Chris Pine', 'Piper Perabo', 'Emily VanCamp', 'Christopher Meloni', 'Kiernan Shipka', 'Ron McClary', 'Mark Moses', 'Josh Berry']",6.1,2009
1251,1251,10/14/2010 ,The Town,"Crime, Drama, Thriller",English,"['Ben Affleck', 'Jeremy Renner', 'Rebecca Hall', 'Jon Hamm', 'Blake Lively', 'Slaine', 'Pete Postlethwaite', 'Owen Burke', 'Titus Welliver']",7.2,2010
1252,1252,08/30/2021 ,Mortal Kombat Legends: Battle of the Realms,"Animation, Action, Fantasy",English,"['Jordan Rodrigues', 'Jennifer Carpenter', 'Joel McHale', 'Patrick Seitz', 'Dave B. Mitchell', 'Bayardo De Murguia', 'Fred Tatasciore', 'Matthew Mercer', '""Emily OBrien""']",7.8,2021
1253,1253,05/13/2004 ,Troy,"Adventure, History, War, Action",English,"['Brad Pitt', 'Orlando Bloom', 'Eric Bana', 'Brian Cox', 'Sean Bean', 'Brendan Gleeson', 'Diane Kruger', '""Peter OToole""', 'Rose Byrne']",7.1,2004
1254,1254,11/22/1979 ,Life of Brian,Comedy,English,"['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Terence Bayler', 'Carol Cleveland', 'Kenneth Colley']",7.8,1979
1255,1255,10-03-1985,Rambo: First Blood Part II,"Action, Adventure, Thriller, War",English,"['Sylvester Stallone', 'Richard Crenna', 'Charles Napier', 'Steven Berkoff', 'Julia Nickson', 'Martin Kove', 'George Cheung', 'Andy Wood', 'William Ghent']",6.6,1985
1256,1256,04-06-2000,The Iron Giant,"Family, Animation, Sci-Fi, Drama",English,"['Vin Diesel', 'Eli Marienthal', 'Jennifer Aniston', 'Harry Connick Jr.', 'James Gammon', 'Cloris Leachman', 'Christopher McDonald', 'John Mahoney', 'M. Emmet Walsh']",7.9,2000
1257,1257,10/24/2019 ,Ready or Not,"Comedy, Horror, Thriller",English,"['Samara Weaving', 'Adam Brody', '""Mark OBrien""', 'Henry Czerny', 'Andie MacDowell', 'Melanie Scrofano', 'Kristian Bruun', 'Elyse Levesque', 'Nicky Guadagni']",7.1,2019
1258,1258,12/16/2010 ,Love & Other Drugs,"Drama, Comedy, Romance",English,"['Jake Gyllenhaal', 'Anne Hathaway', 'Oliver Platt', 'Hank Azaria', 'Josh Gad', 'Gabriel Macht', 'Judy Greer', 'Jill Clayburgh', 'George Segal']",7.0,2010
1259,1259,09/20/2012 ,Hotel Transylvania,"Animation, Comedy, Family, Fantasy",English,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher', 'Steve Buscemi', 'Molly Shannon', 'David Spade', 'Cee Lo Green']",7.0,2012
1260,1260,11-03-2012,Be My Slave,"Drama, Romance, Comedy",Japanese,"['Mitsu Dan', 'Itsuji Itao', 'Hiroaki Mayama', 'Kanji Furutachi', 'Ken Kaito', 'Ini Kusano', 'Michié', 'Asuka Shingu', 'Nahana']",5.7,2012
1261,1261,05/26/2016 ,Alice Through the Looking Glass,"Adventure, Family, Fantasy",English,"['Anne Hathaway', 'Mia Wasikowska', 'Johnny Depp', 'Helena Bonham Carter', 'Alan Rickman', 'Michael Sheen', 'Sacha Baron Cohen', 'Andrew Scott', 'Rhys Ifans']",6.6,2016
1262,1262,05-04-2022,The Passengers of the Night,Drama,French,"['Charlotte Gainsbourg', 'Emmanuelle Béart', 'Noée Abita', 'Quito Rayon Richter', 'Ophélia Kolb', 'Laurent Poitrenaux', 'Didier Sandre', 'Lilith Grasmug', 'Thibault Vinçon']",7.0,2022
1263,1263,09/14/2010 ,Barbie: A Fashion Fairytale,"Family, Animation",English,"['Diana Kaarina', 'Adrian Petriw', 'Tabitha St. Germain', 'Patricia Drake', 'Alexa Devine', 'Shannon Chan-Kent', 'Maryke Hendrikse', 'Kandyse McClure', 'Brittney Irvin']",7.2,2010
1264,1264,02/22/1956 ,Lady and the Tramp,"Family, Animation, Romance",English,"['Barbara Luddy', 'Larry Roberts', 'Peggy Lee', 'Bill Thompson', 'Bill Baucom', 'Stan Freberg', 'Verna Felton', 'Alan Reed', 'George Givot']",7.1,1956
1265,1265,08-02-2019,Descendants 3,"Family, TV Movie, Music, Adventure, Fantasy",English,"['Dove Cameron', 'Cameron Boyce', 'Sofia Carson', 'Booboo Stewart', 'Mitchell Hope', 'Sarah Jeffery', 'Cheyenne Jackson', 'China Anne McClain', '""Brenna DAmico""']",7.8,2019
1266,1266,02/19/2015 ,Jupiter Ascending,"Sci-Fi, Fantasy, Action",English,"['Channing Tatum', 'Mila Kunis', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth', 'Edward Hogg', 'Maria Doyle Kennedy', 'Tuppence Middleton', 'Nikki Amuka-Bird']",5.4,2015
1267,1267,12/23/1959 ,Sleeping Beauty,"Fantasy, Animation, Romance, Family",English,"['Mary Costa', 'Bill Shirley', 'Eleanor Audley', 'Verna Felton', 'Barbara Luddy', 'Barbara Jo Allen', 'Taylor Holmes', 'Bill Thompson', 'Marvin Miller']",6.9,1959
1268,1268,01/23/2013 ,Django Unchained,"Drama, Western",English,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen']",8.2,2013
1269,1269,03-06-2014,300: Rise of an Empire,"Action, Drama, War",English,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Callan Mulvey', 'David Wenham', 'Rodrigo Santoro', '""Jack OConnell""', 'Andrew Tiernan', 'Ashraf Barhom']",6.1,2014
1270,1270,12-02-2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Family, Fantasy",English,"['Ben Barnes', 'Skandar Keynes', 'Georgie Henley', 'Will Poulter', 'Anna Popplewell', 'William Moseley', 'Simon Pegg', 'Liam Neeson', 'Tilda Swinton']",6.4,2010
1271,1271,11-09-1988,Child's Play,Horror,English,"['Catherine Hicks', 'Chris Sarandon', 'Alex Vincent', 'Brad Dourif', 'Dinah Manoff', 'Tommy Swerdlow', 'Jack Colvin', 'Neil Giuntoli', 'Juan Ramírez']",6.7,1988
1272,1272,09/23/2021 ,Princess Principal Crown Handler: Chapter 2,"Animation, Action, Adventure, Drama, Mystery",Japanese,"['Aoi Koga', 'Akira Sekine', 'You Taichi', 'Akari Kageyama', 'Nozomi Furuki', 'Takayuki Sugo', 'Miyuki Sawashiro', 'Hiroyuki Honda', 'Takumi Yamazaki']",7.3,2021
1273,1273,08/18/2023 ,Blue Beetle,"Action, Sci-Fi",English,"['Xolo Mariduena', 'Susan Sarandon', 'Bruna Marquezine', 'Damián Alcázar', 'Belissa Escobedo', 'George Lopez', 'Harvey Guillén', 'Adriana Barraza', 'Elpidia Carrillo']",0.0,2023
1274,1274,02/28/2007 ,Undisputed II: Last Man Standing,"Action, Crime, Thriller",English,"['Michael Jai White', 'Scott Adkins', 'Ben Cross', 'Eli Danker', 'Mark Ivanir', 'Ken Lerner', 'Daisy Lang', 'Silvio Simac', 'Ivaylo Geraskov']",7.3,2007
1275,1275,06/24/2004 ,Mean Girls,Comedy,English,"['Lindsay Lohan', 'Rachel McAdams', 'Lacey Chabert', 'Amanda Seyfried', 'Lizzy Caplan', 'Daniel Franzese', 'Tina Fey', 'Jonathan Bennett', 'Tim Meadows']",7.2,2004
1276,1276,11-03-2022,The Wonder,"Drama, Mystery",English,"['Florence Pugh', 'Kíla Lord Cassidy', 'Tom Burke', 'Niamh Algar', 'Elaine Cassidy', 'Ruth Bradley', 'Toby Jones', 'Ciarán Hinds', 'Dermot Crowley']",6.7,2022
1277,1277,10/18/2018 ,I Want to Eat Your Pancreas,"Animation, Drama, Romance",Japanese,"['Mahiro Takasugi', 'Lynn', 'Jun Fukushima', 'Shin-ichiro Miki', 'Atsuko Tanaka', 'Yuma Uchida', 'Yukiyo Fujii', 'Emi Wakui']",8.2,2018
1278,1278,06/28/2018 ,Sicario: Day of the Soldado,"Action, Crime, Drama, Thriller",English,"['Benicio del Toro', 'Josh Brolin', 'Isabela Merced', 'Jeffrey Donovan', 'Manuel Garcia-Rulfo', 'Catherine Keener', 'Matthew Modine', 'Shea Whigham', 'Elijah Rodriguez']",6.9,2018
1279,1279,08/24/2011 ,Colombiana,"Action, Thriller, Crime, Drama",English,"['Zoe Saldaña', 'Cliff Curtis', 'Callum Blue', 'Michael Vartan', 'Lennie James', 'Amandla Stenberg', 'Graham McTavish', 'Jesse Borrego', 'Cynthia Addai-Robinson']",6.6,2011
1280,1280,05/31/2013 ,The Book of Esther,Drama,English,"['Jen Lilley', 'Jennifer Lyons', 'Robert Miano', 'Thaao Penghlis']",6.3,2013
1281,1281,01/23/2020 ,Just Mercy,"Drama, Crime, History",English,"['Michael B. Jordan', 'Brie Larson', 'Jamie Foxx', '""OShea Jackson Jr.""', 'Rafe Spall', 'Rob Morgan', 'Tim Blake Nelson', 'Rhoda Griffis', 'J. Alphonse Nicholson']",7.9,2020
1282,1282,03/19/1991 ,Dragon Ball Z: Lord Slug,"Action, Animation, Sci-Fi",Japanese,"['Toshio Furukawa', 'Kenji Utsumi', 'Masako Nozawa', 'Mayumi Tanaka', 'Joji Yanami', 'Naoko Watanabe', 'Hiromi Tsuru', 'Kōhei Miyauchi', 'Naoki Tatsuta']",6.5,1991
1283,1283,06-10-2021,"Josee, the Tiger and the Fish","Animation, Drama, Romance",Japanese,"['Taishi Nakagawa', 'Kaya Kiyohara', 'Yume Miyamoto', 'Kazuyuki Okitsu', 'Lynn', 'Chiemi Matsutera', 'Shintarou Moriyama', 'Lily']",8.4,2021
1284,1284,11/28/2016 ,Underworld: Blood Wars,"Fantasy, Action, Thriller, Horror",English,"['Kate Beckinsale', 'Theo James', 'Tobias Menzies', 'Lara Pulver', 'Bradley James', 'Peter Andersson', 'James Faulkner', 'Clementine Nicholson', 'Daisy Head']",5.8,2016
1285,1285,12-03-2020,Violet Evergarden: The Movie,"Animation, Fantasy, Romance, Drama",Japanese,"['Yui Ishikawa', 'Daisuke Namikawa', 'Takehito Koyasu', 'Hidenobu Kiuchi', 'Haruka Tomatsu', 'Koki Uchiyama', 'Aya Endo', 'Minori Chihara', 'Kaori Mizuhashi']",8.3,2020
1286,1286,09/26/2017 ,Jeepers Creepers 3,"Horror, Mystery, Thriller",English,"['Stan Shaw', 'Gabrielle Haugh', 'Jonathan Breck', 'Brandon Smith', 'Meg Foster', 'Jordan Salloum', 'Joyce Giraud', 'Chester Rushing', 'Jason Bayle']",4.9,2017
1287,1287,08/14/2014 ,The Expendables 3,"Action, Adventure, Thriller",English,"['Sylvester Stallone', 'Jason Statham', 'Harrison Ford', 'Mel Gibson', 'Arnold Schwarzenegger', 'Antonio Banderas', 'Jet Li', 'Wesley Snipes', 'Dolph Lundgren']",6.2,2014
1288,1288,08-05-1971,The Aristocats,"Animation, Comedy, Family, Adventure",English,"['Phil Harris', 'Eva Gabor', 'Roddy Maude-Roxby', 'Sterling Holloway', 'Scatman Crothers', 'Paul Winchell', 'Lord Tim Hudson', 'Vito Scotti', 'Thurl Ravenscroft']",7.3,1971
1289,1289,05-08-1997,Kama Sutra: A Tale of Love,"Drama, History, Romance",English,"['Indira Varma', 'Sarita Choudhury', 'Ramon Tikaram', 'Naveen Andrews', 'Rekha', 'Khalid Tyabji', 'Arundathi Nag', 'Surabhi Bhansali', 'Garima Dhup']",5.7,1997
1290,1290,08/13/2021 ,Descendants: The Royal Wedding,"Animation, Family",English,"['Dove Cameron', 'Sofia Carson', 'Booboo Stewart', 'Mitchell Hope', 'Sarah Jeffery', 'Melanie Paxson', 'China Anne McClain', 'Jedidiah Goodacre', 'Anna Cathcart']",6.9,2021
1291,1291,03-11-2022,Adanis: Kutsal Kavga,"Drama, Action, Adventure",Turkish,"['Esra Bilgiç', 'İsmail Filiz', 'Baki İlhan', 'Serdar Deniz', 'Turgay Tanülkü', 'Can Nergis', 'Nevzat Yılmaz', 'Cenk Kangöz', 'Aslıhan Karalar']",5.1,2022
1292,1292,11/25/2021 ,Titane,"Drama, Thriller, Horror",French,"['Agathe Rousselle', 'Vincent Lindon', 'Garance Marillier', 'Laïs Salameh', 'Mara Cissé', 'Marin Judas', 'Diong-Kéba Tacu', 'Myriem Akheddiou', 'Bertrand Bonello']",6.5,2021
1293,1293,09-01-2022,Three Thousand Years of Longing,Fantasy,English,"['Tilda Swinton', 'Idris Elba', 'Erdil Yaşaroğlu', 'Sarah Houbolt', 'Sabrina Elba', 'Seyithan Özdemir', 'Aamito Lagum', 'Nicola Mouawad', 'Ece Yüksel']",7.0,2022
1294,1294,03/31/2000 ,The Miracle Maker,"Animation, Family, History",English,"['Ralph Fiennes', 'Michael Bryant', 'Julie Christie', 'Rebecca Callard', 'James Frain', 'Richard E. Grant', 'Ian Holm', 'William Hurt', 'Anton Lesser']",6.1,2000
1295,1295,08/30/2018 ,My Girlfriend's Mother 2,Romance,Korean,"['Yoo Ni', 'Lee Chae-dam', 'Lee Joon-hyuk-II', 'Lee Soo-min']",2.2,2018
1296,1296,10-01-2009,Tinker Bell and the Lost Treasure,"Animation, Family, Adventure, Fantasy",English,"['Mae Whitman', 'Jesse McCartney', 'Jane Horrocks', 'Lucy Liu', 'Raven-Symoné', 'Kristin Chenoweth', 'Angela Bartys', 'Anjelica Huston', 'Pamela Adlon']",6.8,2009
1297,1297,05/14/2009 ,Angels & Demons,"Thriller, Mystery",English,"['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård', 'Pierfrancesco Favino', 'Nikolaj Lie Kaas', 'Armin Mueller-Stahl', 'Thure Lindhardt', 'David Pasquesi']",6.7,2009
1298,1298,09-10-2017,Barbie as Rapunzel,"Animation, Family",English,"['Kelly Sheridan', 'Anjelica Huston', 'Cree Summer', 'Ian James Corlett', 'Mark Hildreth', 'David Kaye', 'Peter Kelamis', 'Russell Roberts', 'Christopher Gaze']",7.0,2017
1299,1299,06-09-2023,Strays,"Comedy, Adventure",English,"['Will Ferrell', 'Jamie Foxx', 'Will Forte', 'Isla Fisher', 'Randall Park', 'Josh Gad', 'Harvey Guillén', 'Brett Gelman', 'Rob Riggle']",0.0,2023
1300,1300,11/22/2011 ,Machine Gun Preacher,"Action, Thriller, Crime",English,"['Gerard Butler', 'Michelle Monaghan', 'Kathy Baker', 'Richard Goteri', 'Peter Carey', 'Barbara Coven', 'Michael Shannon', 'Ryann Campos', 'Madeline Carroll']",6.7,2011
1301,1301,11-01-2022,White Elephant,"Action, Crime, Thriller",English,"['Michael Rooker', 'Bruce Willis', 'Olga Kurylenko', 'John Malkovich', 'Lorenzo Antonucci', 'Michael Rose', 'Vadhir Derbez', 'Lauren Buglioli', 'Ski Carr']",6.4,2022
1302,1302,03-03-2023,10 Days of a Good Man,"Mystery, Thriller, Crime",Turkish,"['Nejat İşler', 'Nur Fettahoğlu', 'Şenay Gürler', 'Ilayda Alişan', 'Ilayda Akdoğan', 'Erdal Yildiz', 'Ata Artman', 'Esra Ronabar', 'Barış Falay']",6.1,2023
1303,1303,06-06-2019,Dark Phoenix,"Sci-Fi, Action, Adventure",English,"['Sophie Turner', 'James McAvoy', 'Nicholas Hoult', 'Tye Sheridan', 'Michael Fassbender', 'Alexandra Shipp', 'Evan Peters', 'Jessica Chastain', 'Kodi Smit-McPhee']",6.0,2019
1304,1304,07/31/1969 ,"The Good, the Bad and the Ugly",Western,Italian,"['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli', 'Rada Rassimov', 'Enzo Petito', 'Claudio Scarchilli', 'Antonio Casale']",8.5,1969
